Τίτλος,Όμοιοι Τίτλοι
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οπτικού,"Δήλωση Προσωρινής - Περιστασιακής Παροχής Υπηρεσιών για το Επάγγελμα του Ξεναγού
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Έναρξης Λειτουργίας Λουτρικής Εγκατάστασης
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ίδρυσης και Λειτουργίας Καταδυτικού Συνεργείου
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Εκμίσθωσης Θαλάσσιων Μέσων Αναψυχής
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ναυτικού Πράκτορα
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Οργανισμού Πιστοποίησης Αυτοδυτών
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Παροχέα Καταδυτικών Υπηρεσιών Αναψυχής
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Υπαίθριο Εμπόριο επί Πλοίων
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών: Α) Γεωπόνου, Β) Δασολόγου, Γ) Κτηνιάτρου, Δ) Γεωλόγου και Ε) Ιχθυολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Αισθητικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Νοσοκόμου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Οδοντιατρείου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Φαρμακείου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Διαιτολόγου - Διατροφολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Διασώστη - Πληρώματος Ασθενοφόρου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ειδικού Τεχνικού Προσθετικών και Ορθωτικών Κατασκευών
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Επισκέπτη Υγείας
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Επόπτη Δημόσιας Υγιεινής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Εργοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ιατρού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Κοινωνικού Λειτουργού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Λογοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Μαίας/Μαιευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Νοσοκόμου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οδοντιάτρου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Τεχνολόγου Ραδιολόγου - Ακτινολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φαρμακοποιού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικού Νοσοκομείων - Ακτινοφυσικού Ιατρικής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικού Νοσοκομείων - Μη Ιοντιζουσών Ακτινοβολιών
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ψυχολόγου"
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Τεχνολόγου Ραδιολόγου - Ακτινολόγου,"Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών: Α) Γεωπόνου, Β) Δασολόγου, Γ) Κτηνιάτρου, Δ) Γεωλόγου και Ε) Ιχθυολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Αισθητικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Νοσοκόμου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Οδοντιατρείου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Φαρμακείου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Διαιτολόγου - Διατροφολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Επισκέπτη Υγείας
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Εργοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ιατρού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Κοινωνικού Λειτουργού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Λογοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Μαίας/Μαιευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Νοσοκόμου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οδοντιάτρου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οπτικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φαρμακοποιού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικού Νοσοκομείων - Ακτινοφυσικού Ιατρικής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ψυχολόγου"
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φαρμακοποιού,"Δήλωση Προσωρινής - Περιστασιακής Παροχής Υπηρεσιών για το Επάγγελμα του Ξεναγού
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Υπαίθριο Εμπόριο επί Πλοίων
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών: Α) Γεωπόνου, Β) Δασολόγου, Γ) Κτηνιάτρου, Δ) Γεωλόγου και Ε) Ιχθυολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Αισθητικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Νοσοκόμου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Οδοντιατρείου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Φαρμακείου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Διαιτολόγου - Διατροφολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Διασώστη - Πληρώματος Ασθενοφόρου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ειδικού Τεχνικού Προσθετικών και Ορθωτικών Κατασκευών
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Επισκέπτη Υγείας
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Επόπτη Δημόσιας Υγιεινής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Εργοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ιατρού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Κοινωνικού Λειτουργού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Λογοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Μαίας/Μαιευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Νοσοκόμου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οδοντιάτρου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οπτικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Τεχνολόγου Ραδιολόγου - Ακτινολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικού Νοσοκομείων - Ακτινοφυσικού Ιατρικής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικού Νοσοκομείων - Μη Ιοντιζουσών Ακτινοβολιών
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ψυχολόγου"
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικοθεραπευτή,"Δήλωση Προσωρινής - Περιστασιακής Παροχής Υπηρεσιών για το Επάγγελμα του Ξεναγού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών: Α) Γεωπόνου, Β) Δασολόγου, Γ) Κτηνιάτρου, Δ) Γεωλόγου και Ε) Ιχθυολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Αισθητικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Νοσοκόμου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Οδοντιατρείου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Φαρμακείου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Διαιτολόγου - Διατροφολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Διασώστη - Πληρώματος Ασθενοφόρου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ειδικού Τεχνικού Προσθετικών και Ορθωτικών Κατασκευών
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Επισκέπτη Υγείας
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Επόπτη Δημόσιας Υγιεινής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Εργοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ιατρού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Κοινωνικού Λειτουργού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Λογοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Μαίας/Μαιευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Νοσοκόμου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οδοντιάτρου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οπτικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Τεχνολόγου Ραδιολόγου - Ακτινολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φαρμακοποιού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικού Νοσοκομείων - Ακτινοφυσικού Ιατρικής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικού Νοσοκομείων - Μη Ιοντιζουσών Ακτινοβολιών
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ψυχολόγου"
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικού Νοσοκομείων - Ακτινοφυσικού Ιατρικής,"Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Αισθητικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Νοσοκόμου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Οδοντιατρείου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Φαρμακείου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Διαιτολόγου - Διατροφολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Επισκέπτη Υγείας
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Επόπτη Δημόσιας Υγιεινής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Εργοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ιατρού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Κοινωνικού Λειτουργού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Λογοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Μαίας/Μαιευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Νοσοκόμου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οδοντιάτρου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οπτικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Τεχνολόγου Ραδιολόγου - Ακτινολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φαρμακοποιού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικού Νοσοκομείων - Μη Ιοντιζουσών Ακτινοβολιών
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ψυχολόγου"
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικού Νοσοκομείων - Μη Ιοντιζουσών Ακτινοβολιών,"Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Αισθητικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Νοσοκόμου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Οδοντιατρείου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Φαρμακείου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Διαιτολόγου - Διατροφολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Επισκέπτη Υγείας
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Επόπτη Δημόσιας Υγιεινής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Εργοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ιατρού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Κοινωνικού Λειτουργού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Λογοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Μαίας/Μαιευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Νοσοκόμου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οδοντιάτρου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οπτικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φαρμακοποιού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικού Νοσοκομείων - Ακτινοφυσικού Ιατρικής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ψυχολόγου"
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ψυχολόγου,"Δήλωση Προσωρινής - Περιστασιακής Παροχής Υπηρεσιών για το Επάγγελμα του Ξεναγού
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Έναρξης Λειτουργίας Λουτρικής Εγκατάστασης
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ίδρυσης και Λειτουργίας Καταδυτικού Συνεργείου
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Εκμίσθωσης Θαλάσσιων Μέσων Αναψυχής
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Ναυτικού Πράκτορα
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Οργανισμού Πιστοποίησης Αυτοδυτών
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Επάγγελμα / τη Δραστηριότητα Παροχέα Καταδυτικών Υπηρεσιών Αναψυχής
Δήλωση Προσωρινής Διασυνοριακής Παροχής Υπηρεσιών για το Υπαίθριο Εμπόριο επί Πλοίων
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών: Α) Γεωπόνου, Β) Δασολόγου, Γ) Κτηνιάτρου, Δ) Γεωλόγου και Ε) Ιχθυολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Αισθητικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Νοσοκόμου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Οδοντιατρείου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Βοηθού Φαρμακείου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Διαιτολόγου - Διατροφολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Διασώστη - Πληρώματος Ασθενοφόρου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ειδικού Τεχνικού Προσθετικών και Ορθωτικών Κατασκευών
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Επισκέπτη Υγείας
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Επόπτη Δημόσιας Υγιεινής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Εργοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Ιατρού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Κοινωνικού Λειτουργού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Λογοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Μαίας/Μαιευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Νοσοκόμου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οδοντιάτρου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Οπτικού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Τεχνολόγου Ραδιολόγου - Ακτινολόγου
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φαρμακοποιού
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικοθεραπευτή
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικού Νοσοκομείων - Ακτινοφυσικού Ιατρικής
Δήλωση Προσωρινής και Περιστασιακής Παροχής Υπηρεσιών Φυσικού Νοσοκομείων - Μη Ιοντιζουσών Ακτινοβολιών"
Δήλωση ακινησίας οχήματος ιδιωτικής χρήσης (ΙΧ),Άρση ακινησίας οχήματος ιδιωτικής χρήσης (ΙΧ)
"Δήλωση αποδοχής ανάθεσης διαχείρισης πλοίου σε γραφείο/υποκατάστημα ναυτιλιακής εταιρείας - ν. 27/75, αρ. 25","Αλλαγή εκπροσώπου γραφείου/υποκαταστήματος ναυτιλιακής εταιρείας - ν. 27/75, αρ. 25"
Δήλωση για το Επάγγελμα Πλωτών Ναυπηγημάτων ή Μόνιμης Αγκυροβολίας Πλοίων και Ίδρυσης Επ’ Αυτών Καταστημάτων Υγειονομικού Ενδιαφέροντος,Αναγγελία Εγκατάστασης Πλωτών Ναυπηγημάτων ή Μόνιμης Αγκυροβολίας Πλοίων
Δήλωση εργαζομένων για την αντιμετώπιση του Covid-19,Δήλωση εργοδοτών για την αντιμετώπιση του Covid-19
Δήλωση εργοδοτών για την αντιμετώπιση του Covid-19,Δήλωση εργαζομένων για την αντιμετώπιση του Covid-19
Δήλωση φορολογίας εισοδήματος ΦΠ (Ε1-Ε2-Ε3),"Εγκυρότητα εκκαθαριστικού δήλωσης φορολογίας εισοδήματος
Ενημέρωση εκκαθάρισης δήλωσης φορολογίας εισοδήματος"
Δεύτερη εξέταση κατασχεμένων τροφίμων ζωικής προέλευσης,"Εξέταση κατασχεμένων τροφίμων ζωικής προέλευσης
Εξαγωγή τροφίμων ζωικής προέλευσης
Συγκρότηση τριμελούς επιτροπής για επανεξέταση κατασχεθέντων τροφίμων ζωικής προέλευσης"
Δημοτική ενημερότητα,"Αποδεικτικό φορολογικής ενημερότητας
Ασφαλιστική ενημερότητα
Ασφαλιστική ενημερότητα ΕΛΓΑ
Εγκυρότητα αποδεικτικού φορολογικής ενημερότητας"
Δημόσιος κατάλογος Βιβλιοθήκης Εθνικού Κέντρου Κοινωνικών Ερευνών (ΕΚΚΕ),"Δημόσιος κατάλογος βιβλιοθηκών
Εκδόσεις Εθνικού Κέντρου Κοινωνικών Ερευνών (ΕΚΚΕ)"
Δημόσιος κατάλογος βιβλιοθηκών,Δημόσιος κατάλογος Βιβλιοθήκης Εθνικού Κέντρου Κοινωνικών Ερευνών (ΕΚΚΕ)
Διάθεση ή απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης κλάδου ΠΕ11 σε Κολυμβητήρια και σε Εθνικά Αθλητικά Κέντρα,"Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμας Εκπαίδευσης κλάδου ΠΕ86 σε Περιφερειακές Δ/νσεις ΠΕ & ΔΕ
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης από ΠΥΣΔΕ σε ΠΥΣΔΕ
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης εκπαίδευσης σε μουσικά σχολεία
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε Ερευνητικά Κέντρα
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε καλλιτεχνικά σχολεία
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε σχολεία του ίδιου ΠΥΣΔΕ
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε σχολεία φορέων
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε φορείς και υπηρεσίες του ΥΠΑΙΘ
Μετάθεση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε μουσικά σχολεία
Ρυθμίση υπεραριθμίας μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης"
Διάθεση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης για συμπλήρωση ωραρίου σε σχολικές μονάδες του ΠΥΣΔΕ,"Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης από ΠΥΣΔΕ σε ΠΥΣΔΕ
Απόσπαση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε σχολεία φορέων
Μετάθεση μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης σε μουσικά σχολεία
Ρυθμίση υπεραριθμίας μόνιμου εκπαιδευτικού Δευτεροβάθμιας Εκπαίδευσης"
Διαδικασία Έγκρισης των Προγραμμάτων Εκπαίδευσης Όλων Όσων Εμπλέκονται σε Εργασίες με Αμίαντο ή Αμιαντούχα υλικά,Διαδικασία Έγκρισης των Προγραμμάτων Επανεκπαίδευσης Όλων Όσων Εμπλέκονται σε Εργασίες με Αμίαντο ή Αμιαντούχα Υλικά
Διαδικασία Έγκρισης των Προγραμμάτων Επανεκπαίδευσης Όλων Όσων Εμπλέκονται σε Εργασίες με Αμίαντο ή Αμιαντούχα Υλικά,Διαδικασία Έγκρισης των Προγραμμάτων Εκπαίδευσης Όλων Όσων Εμπλέκονται σε Εργασίες με Αμίαντο ή Αμιαντούχα υλικά
Διαδικασία Αδειοδότησης για Πρόσβαση στο Χαρτώο Ιστορικό Αρχειακό Υλικό Υπουργείου Εξωτερικών,Διαδικασία Πρόσβασης Ερευνητών στο Ψηφιοποιημένο Ιστορικό Αρχειακό Υλικό Υπουργείου Εξωτερικών
Διαδικασία Πρόσβασης Ερευνητών στο Ψηφιοποιημένο Ιστορικό Αρχειακό Υλικό Υπουργείου Εξωτερικών,Διαδικασία Αδειοδότησης για Πρόσβαση στο Χαρτώο Ιστορικό Αρχειακό Υλικό Υπουργείου Εξωτερικών
Διαδικασία πρόσκτησης αρχείων στα ΓΑΚ για διατήρηση εις το διηνεκές (μέσω αγοράς),"Διαδικασία πρόσκτησης αρχείων στα ΓΑΚ για διατήρηση εις το διηνεκές (μέσω δωρεάς)
Διαδικασία πρόσκτησης αρχείων στα ΓΑΚ για διατήρηση εις το διηνεκές (μέσω επιλογής και εκκαθάρισης)
Διαδικασία πρόσκτησης αρχείων στα ΓΑΚ για διατήρηση εις το διηνεκές (μέσω παρακαταθήκης)"
Διαδικασία πρόσκτησης αρχείων στα ΓΑΚ για διατήρηση εις το διηνεκές (μέσω δωρεάς),"Διαδικασία πρόσκτησης αρχείων στα ΓΑΚ για διατήρηση εις το διηνεκές (μέσω αγοράς)
Διαδικασία πρόσκτησης αρχείων στα ΓΑΚ για διατήρηση εις το διηνεκές (μέσω επιλογής και εκκαθάρισης)
Διαδικασία πρόσκτησης αρχείων στα ΓΑΚ για διατήρηση εις το διηνεκές (μέσω παρακαταθήκης)"
Διαδικασία πρόσκτησης αρχείων στα ΓΑΚ για διατήρηση εις το διηνεκές (μέσω επιλογής και εκκαθάρισης),"Διαδικασία πρόσκτησης αρχείων στα ΓΑΚ για διατήρηση εις το διηνεκές (μέσω αγοράς)
Διαδικασία πρόσκτησης αρχείων στα ΓΑΚ για διατήρηση εις το διηνεκές (μέσω δωρεάς)
Διαδικασία πρόσκτησης αρχείων στα ΓΑΚ για διατήρηση εις το διηνεκές (μέσω παρακαταθήκης)"
Διαδικασία πρόσκτησης αρχείων στα ΓΑΚ για διατήρηση εις το διηνεκές (μέσω παρακαταθήκης),"Διαδικασία πρόσκτησης αρχείων στα ΓΑΚ για διατήρηση εις το διηνεκές (μέσω αγοράς)
Διαδικασία πρόσκτησης αρχείων στα ΓΑΚ για διατήρηση εις το διηνεκές (μέσω δωρεάς)
Διαδικασία πρόσκτησης αρχείων στα ΓΑΚ για διατήρηση εις το διηνεκές (μέσω επιλογής και εκκαθάρισης)"
Διαδικασίες αρχικής παραλαβής γενικού υλικού και σφραγίδων,Καταδίκη γενικού υλικού και σφραγίδων
Διακίνηση Φαρμάκων Υψηλού Κόστους μέσω Ιδιωτικών Φαρμακείων,Διακίνηση Φαρμάκων Υψηλού Κόστους μέσω Φαρμακείων ΕΟΠΥΥ
