Τίτλος,Όμοιοι Τίτλοι
Άδεια λειτουργίας πρατήριου υγρών καυσίμων ιδιωτικής χρήσης,"Άδεια λειτουργίας πρατηρίου υγρών καυσίμων
Άδεια λειτουργίας πρατηρίου υγρών καυσίμων και ενέργειας εντός λιμενικής ζώνης και τουριστικών λιμένων
Επανέκδοση άδειας λειτουργίας πρατηρίου υγρών καυσίμων δημόσιας χρήσης μετά από έγκριση νέων σχεδιαγραμμάτων μεταβολών
Μητρώο πρατηρίων υγρών καυσίμων"
Άδεια λειτουργίας πρατηρίου υγραερίου / μικτού πρατηρίου παροχής καυσίμων και ενέργειας,"Άδεια λειτουργίας πρατηρίου υγρών καυσίμων
Άδεια λειτουργίας πρατηρίου φυσικού αερίου ή μικτού πρατηρίου καυσίμων και ενέργειας"
Άδεια λειτουργίας πρατηρίου υγρών καυσίμων,"Άδεια λειτουργίας πρατήριου υγρών καυσίμων ιδιωτικής χρήσης
Άδεια λειτουργίας πρατηρίου υγραερίου / μικτού πρατηρίου παροχής καυσίμων και ενέργειας
Άδεια λειτουργίας πρατηρίου υγρών καυσίμων και ενέργειας εντός λιμενικής ζώνης και τουριστικών λιμένων
Άδεια λειτουργίας πρατηρίου φυσικού αερίου ή μικτού πρατηρίου καυσίμων και ενέργειας
Αναγγελία έναρξης λειτουργίας ιδιωτικού πρατηρίου υγρών καυσίμων με νέο δικαιούχο
Ανανέωση άδειας λειτουργίας πρατηρίου παροχής πεπιεσμένου φυσικού αερίου
Επανέκδοση άδειας λειτουργίας πρατηρίου υγρών καυσίμων δημόσιας χρήσης μετά από έγκριση νέων σχεδιαγραμμάτων μεταβολών
Μητρώο πρατηρίων υγρών καυσίμων
Χορήγηση Άδειας Ίδρυσης και Λειτουργίας Μικτών Πρατηρίων Υγρών Καυσίμων και Αμιγώς Υγραερίου
Χορήγηση Άδειας Ίδρυσης και Λειτουργίας Πρατηρίων Υγρών Καυσίμων"
Άδεια λειτουργίας πρατηρίου υγρών καυσίμων και ενέργειας εντός λιμενικής ζώνης και τουριστικών λιμένων,"Άδεια λειτουργίας πρατήριου υγρών καυσίμων ιδιωτικής χρήσης
Άδεια λειτουργίας πρατηρίου υγρών καυσίμων
Μητρώο πρατηρίων υγρών καυσίμων"
Άδεια λειτουργίας πρατηρίου φυσικού αερίου ή μικτού πρατηρίου καυσίμων και ενέργειας,"Άδεια λειτουργίας πρατηρίου υγραερίου / μικτού πρατηρίου παροχής καυσίμων και ενέργειας
Άδεια λειτουργίας πρατηρίου υγρών καυσίμων"
Άδεια λιανικής πώλησης κτηνιατρικών φαρμακευτικών προϊόντων,"Άδεια χονδρικής πώλησης κτηνιατρικών φαρμάκων
Χορήγηση Άδειας Λιανικής ή Χονδρικής Πώλησης Κτηνιατρικών Φαρμακευτικών Προϊόντων"
Άδεια μετακίνησης λεωφορείων δημοσίας χρήσης (ΛΔΧ) στο εξωτερικό,Κοινοτική άδεια μετακίνησης φορτηγών δημοσίας χρήσης (ΦΔΧ) στο εξωτερικό
Άδεια μεταφορέα ζώντων ζώων τύπου I,"Άδεια μεταφορέα ζώντων ζώων τύπου IΙ
Άδειες μεταφοράς ζώντων ζώων"
Άδεια μεταφορέα ζώντων ζώων τύπου IΙ,"Άδεια μεταφορέα ζώντων ζώων τύπου I
Άδειες μεταφοράς ζώντων ζώων"
Άδεια οδήγησης Επιβατηγού Δημόσιας Χρήσης (ΕΔΧ) αυτοκινήτου,"Ανανέωση ειδικής άδειας οδήγησης Επιβατηγού Δημόσιας Χρήσης (ΕΔΧ) αυτοκινήτου
Αντίγραφο ειδικής άδειας οδήγησης Επιβατηγού Δημόσιας Χρήσης (ΕΔΧ) αυτοκινήτου"
Άδεια οδικού μεταφορέα εμπορευμάτων και επιβατών,Ανανέωση άδειας οδικού μεταφορέα εμπορευμάτων και επιβατών
Άδεια οπλοφορίας,"Άδεια Εμπορίας Όπλων και Λοιπών Αντικειμένων του Ν.2168/1993, ως Συλλεκτικά, Ιστορικά και Οικογενειακά Κειμήλια (ΦΠ)
Άδεια Εμπορίας Όπλων και Λοιπών Αντικειμένων του Ν. 2168/1993 ως Συλλεκτικά, Ιστορικά και Οικογενειακά Κειμήλια (ΝΠ)
Άδεια Εμπορίας Ειδών Πυροτεχνίας (Φωτοβολίδων, Βεγγαλικών και Παιδικών Πυροτεχνικών Αθυρμάτων) (Νομικό Πρόσωπο)
Άδεια Εμπορίας Ειδών Πυροτεχνίας (Φωτοβολίδων, Βεγγαλικών και Παιδικών Πυροτεχνικών Αθυρμάτων) (Φυσικό Πρόσωπο)
Άδεια Εμπορίας Εκρηκτικών Υλών και Εκρηκτικών Μηχανισμών (Νομικό Πρόσωπο)
Άδεια Εμπορίας Εκρηκτικών Υλών και Εκρηκτικών Μηχανισμών (Φυσικό Πρόσωπο)
Άδεια Εμπορίας Κυνηγετικών Όπλων, Μερών, Ανταλλακτικών και Φυσιγγίων Αυτών, Πυρίτιδας, Καλύκων, Καψυλίων και Αεροβόλων Όπλων (ΝΠ)
Άδεια Εμπορίας Κυνηγετικών Όπλων, Μερών, Ανταλλακτικών και Φυσιγγίων Αυτών, Πυρίτιδας, Καλύκων, Καψυλίων και Αεροβόλων Όπλων (ΦΠ)
Άδεια Εμπορίας Περιστρόφων-Πιστολίων, Όπλων Σκοποβολής, Σκοπευτικών Διοπτρών (ΝΠ)
Άδεια Εμπορίας Περιστρόφων-Πιστολίων, Όπλων Σκοποβολής, Σκοπευτικών Διοπτρών (ΦΠ)
Άδεια κυκλοφορίας και πινακίδες αγροτικών μηχανημάτων
Άδεια κυκλοφορίας μοτοποδηλάτου
Έκδοση άδειας κυκλοφορίας φορτηγού αυτοκινήτου δημοσίας χρήσης (ΦΔΧ) λόγω μεταβίβασης
Έκδοση άδειας κυκλοφορίας φορτηγού αυτοκινήτου ιδιωτικής χρήσης (ΦΙΧ) αγροτικού
Έκδοση άδειας κυκλοφορίας φορτηγού αυτοκινήτου ιδιωτικής χρήσης (ΦΙΧ) σε μη κερδοσκοπικά πρόσωπα
Έκδοση άδειας κυκλοφορίας φορτηγού δημοσίας χρήσης (ΦΔΧ) κατόπιν αρχικής χορήγησης
Αντίγραφο άδειας κυκλοφορίας γεωργικού μηχανήματος λόγω απώλειας ή φθοράς
Αντίγραφο άδειας κυκλοφορίας οχημάτων ιδιωτικής χρήσης (ΙΧ)
Υπολογισμός και Έκδοση Αποφάσεων Επιστροφής (Rebate) σε Κατόχους Άδειας Κυκλοφορίας και Αντιπροσώπους Διακίνησης Φαρμάκων
Χορήγηση Άδειας Εμπορίας Λιπασμάτων Τύπου Α ή Β (Φυσικό/Νομικό Πρόσωπο)"
Άδεια πάγιας αγοράς ναρκωτικών ουσιών,Ανάκληση της πάγιας άδειας αγοράς ναρκωτικών ουσιών
Άδεια ραδιοερασιτέχνη,"Άδεια ραδιοερασιτέχνη SV0
Εξετάσεις για πτυχίο ραδιοερασιτέχνη"
Άδεια ραδιοερασιτέχνη SV0,"Άδεια ραδιοερασιτέχνη
Εξετάσεις για πτυχίο ραδιοερασιτέχνη"
Άδεια χονδρικής πώλησης κτηνιατρικών φαρμάκων,"Άδεια λιανικής πώλησης κτηνιατρικών φαρμακευτικών προϊόντων
Χορήγηση Άδειας Λιανικής ή Χονδρικής Πώλησης Κτηνιατρικών Φαρμακευτικών Προϊόντων"
Άδειες μεταφοράς ζώντων ζώων,"Άδεια μεταφορέα ζώντων ζώων τύπου I
Άδεια μεταφορέα ζώντων ζώων τύπου IΙ"
Άρση Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου,"Άρση Απόσπασης Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου"
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου,"Άρση Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου"
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου,"Άρση Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου
Άρση Απόσπασης Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Βουλευτή του Ευρωπαϊκού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ελληνικού Κοινοβουλίου
Απόσπαση Υπαλλήλου σε Γραφείο Κόμματος του Ευρωπαϊκού Κοινοβουλίου"
